room,idx,original,translation,comments
62,17,"The stairs spiral steeply downward. Be careful, you don't want to fall.","המדרגות מתפתלות בחדות כלפי מטה. היזהר, אתה לא רוצה ליפול.",
62,18,You don't see it here.,אתה לא רואה את זה כאן.,
62,19,You already have it.,כבר יש לך את זה.,
62,20,"Looking into the interior of the musty chest, you see a dazzling diamond and sapphire tiara!","כשמסתכלים לתוך החלק הפנימי של התיבה המעופשת, אתה רואה נזר יהלומים וספירים מסנוור!",
62,21,This old chest is stronger than it looks.,התיבה הישנה הזו חזקה יותר ממה שהיא נראית.,
63,1,There is a stairway spiraling up toward the top of a gloomy tower. A torch blazes on the wall.,יש גרם מדרגות מתפתל כלפי מעלה לעבר ראש מגדל קודר. לפיד בוער על הקיר.,
63,2,"The stairs spiral steeply upward. Be careful, you don't want to fall.","המדרגות מתפתלות בחדות כלפי מעלה. היזהר, אתה לא רוצה ליפול.",
63,3,The torch lends the only warmth to this dreary castle.,הלפיד מספק את החום היחיד לטירה הקודרת הזו.,
63,4,"The torch is firmly attached to the wall. Try as you might, you cannot budge it.","הלפיד מחובר היטב לקיר. כמה שתנסה, אתה לא יכול להזיז אותו.",
63,5,You hold your candle up to the blazing torch. It catches! Your candle is now lit.,אתה מחזיק את הנר שלך אל הלפיד הבוער. הוא נדלק! הנר שלך עכשיו דולק.,
63,6,You can't do that from where you are standing.,אתה לא יכול לעשות את זה מהמקום שבו אתה עומד.,
63,7,You are not carrying it.,אתה לא נושא את זה.,
63,8,You fall to your death on the hard stone floor.,אתה נופל למותך על רצפת האבן הקשה.,
64,1,This is the dingy dining room of the drafty old castle. Ants crawl among old bits of food. Dust covers a dilapidated table top.,זה חדר האוכל המלוכלך של הטירה הישנה. נמלים זוחלות בין פירורי אוכל עתיקים. אבק מכסה שולחן מפורק.,
64,2,A delicious-looking smoked ham is on the table.,חזיר מעושן שנראה טעים נמצא על השולחן.,
64,3,The stairway appears to lead down into the dark depths of the castle.,גרם המדרגות נראה מוביל למטה אל המעמקים האפלים של הטירה.,
64,4,The table top is completely covered with dust. Scratches scar the legs of the table. Chairs with torn padding accompany it.,משטח השולחן מכוסה לחלוטין באבק. שריטות מציינות את רגלי השולחן. כיסאות עם ריפוד קרוע מקיפים אותו.,
64,5,The worn chairs look uninviting to sit upon.,הכיסאות הבלויים נראים לא מזמינים לשבת עליהם.,
64,6,"To do that, you will need to get closer.","כדי לעשות את זה, תצטרך להתקרב.",
64,7,You don't see one here.,אתה לא רואה כאן דבר.,
64,8,You already have it.,כבר יש לך את זה.,
64,9,The chairs are old and worn.,הכיסאות ישנים ובלויים.,
64,10,OK.,בסדר.,
65,1,You slip from the narrow stairs and fall to your death on the rocks below.,אתה מחליק מהמדרגות הצרות ונופל למותך על הסלעים למטה.,
65,2,These stairs are narrow and slippery; both sides slope away precipitously. A foul stench wafts up to you from the gloomy darkness into which the stairs descend.,המדרגות האלה צרות וחלקלקות; שני הצדדים משתפלים בתלילות. צחנה נוראית עולה אליך מהחושך הקודר אליו יורדות המדרגות.,
65,3,"Whoops! You slipped and fell down the narrow stairs in the darkness. What a way to die! Next time, use a light.","אופס! החלקת ונפלת במדרגות הצרות בחושך. איזה מוות! בפעם הבאה, השתמש באור.",
66,1,You slip from the narrow stairs and fall to your death on the rocks below.,אתה מחליק מהמדרגות הצרות ונופל למותך על הסלעים למטה.,
66,2,"Narrow, slippery stairs descend into this empty room. Your nose detects a foul odor coming from a doorway to the west.",מדרגות צרות וחלקלקות יורדות לחדר הריק הזה. האף שלך מזהה ריח רע הבא מפתח במערב.,
66,3,"Whoops! You slipped and fell down the narrow stairs in the darkness. What a way to die! Next time, use a light.","אופס! החלקת ונפלת במדרגות הצרות בחושך. איזה מוות! בפעם הבאה, השתמש באור.",
66,4,The rat darts nervously across the floor.,העכברוש דוהר בעצבנות על הרצפה.,
66,5,"You don't see a rat, but you hear scurrying sounds coming from the cracks in the wall.","אתה לא רואה עכברוש, אבל אתה שומע קולות רעש המגיעים מהסדקים בקיר.",
66,6,A rat darts across the cold stone floor and into a crack in the wall.,עכברוש דוהר על רצפת האבן הקרה ונכנס לסדק בקיר.,
66,7,The rat moves too quickly for you ever to catch it.,העכברוש זז מהר מדי בשביל לתפוס אותו אי פעם.,
67,1,"There is a beautiful, ornate coffin to one side of this dreadful room. Dust is everywhere, cobwebs fill the corners, and a sickly odor permeates the air.","יש ארון קבורה יפה ומעוטר בצד אחד של החדר הנורא הזה. אבק בכל מקום, קורי עכביש ממלאים את הפינות, וריח חולני חודר לאוויר.",
67,2,The lid of the beautifully carved coffin is closed.,המכסה של ארון הקבורה המגולף היפה סגור.,
67,3,"Trembling with fear, you peer into the ornate coffin. Finding it unoccupied, you see the interior is lined with shiny red satin.","רועד מפחד, אתה מציץ לתוך ארון הקבורה המעוטר. כשמוצא אותו ללא גופה, אתה רואה שהחלק הפנימי מצופה בסאטן אדום מבריק.",
67,4,A red satin pillow lies at one end.,כרית סאטן אדומה מונחת בקצה אחד.,
67,5,"Against the red satin, you notice a large golden key!","על רקע הסאטן האדום, אתה מבחין במפתח זהב גדול!",
67,6,A small silver key is lying within the coffin!,מפתח כסף קטן מונח בתוך ארון הקבורה!,
67,7,"Quaking, you look into the beautiful coffin. A vampire is lying asleep within it! It must be Count Dracula!","רועד, אתה מסתכל לתוך ארון הקבורה היפה. ערפד שוכב ישן בתוכו! זה בטח הרוזן דרקולה!",
67,8,The lid to the coffin is already up.,המכסה של ארון הקבורה כבר למעלה.,
67,9,"Nervously, you lift the heavy lid of the elegant coffin. You peek into its red satin interior. The coffin is unoccupied.","בעצבנות, אתה מרים את המכסה הכבד של ארון הקבורה האלגנטי. אתה מציץ לתוך החלק הפנימי של הסאטן האדום. ארון הקבורה ללא גופה.",
67,10,"With trepidation, you lift the heavy lid of the beautifully carved coffin. Your heart beats wildly when you see a vampire lying asleep within it! It must be Count Dracula!","עם חרדה, אתה מרים את המכסה הכבד של ארון הקבורה המגולף היפה. הלב שלך פועם בפראות כשאתה רואה ערפד שוכב ישן בתוכו! זה בטח הרוזן דרקולה!",
67,11,The lid to the coffin is already closed.,המכסה של ארון הקבורה כבר סגור.,
67,12,Count Dracula is tall and elegantly dressed with a black cloak wrapped around him. His face and hands are chalk white. His lips are blood red.,הרוזן דרקולה גבוה ולבוש באלגנטיות עם גלימה שחורה עטופה סביבו. הפנים והידיים שלו לבנות כגיר. השפתיים שלו אדומות כדם.,
67,13,"You remove the shiny red %w2 from the coffin. Lo and behold, a large gold key was under the %w2!",אתה מסיר את ה%w2 האדומה והמבריקה מארון הקבורה. היי הפתעה! מפתח זהב גדול מונח מתחת ל%w2!,
67,14,At this distance the candle does not provide enough light for you to see much detail.,במרחק הזה הנר לא מספק מספיק אור בשבילך על מנת לראות פרטים רבים.,
67,15,There are two keys in the coffin. Do you want the gold one or the silver one?,יש שני מפתחות בארון הקבורה. אתה רוצה את הזהב או את הכסף?,
67,16,There is only one key here.,יש רק מפתח אחד כאן.,
67,17,"You don't think you could carry around a heavy %w2, do you?","אתה לא חושב שתוכל לשאת %w2 כבד, נכון?",
67,18,Count Dracula is awake! Run before it's too late!,הרוזן דרקולה ער! רוץ לפני שיהיה מאוחר מדי!,
67,19,You are caught in Dracula's grasp! Saliva drips off the end of his sharp fangs.,אתה נתפס באחיזת דרקולה! רוק נוטף מקצה הניבים החדים שלו.,
67,20,"You feel them sink into the soft flesh of your neck, and then ... nothing.","אתה מרגיש אותם שוקעים לתוך הבשר הרך של הצוואר שלך, ואז... כלום.",
67,21,Count Dracula is fast asleep in his coffin. He pays you no heed.,הרוזן דרקולה ישן עמוקות בארון הקבורה שלו. הוא לא שם לב אליך.,
67,22,You don't want to chitchat with Count Dracula!,אתה לא רוצה לפטפט עם הרוזן דרקולה!,
67,23,That is truly crazy!,זה באמת משוגע!,
67,24,"You place the pointed stake on Count Dracula's chest. Quickly, using the mallet, you pound the stake through his heart. Dracula disintegrates into a pile of dust. A small silver key is left behind in the coffin.","אתה מניח את היתד המחודד על החזה של הרוזן דרקולה. במהירות, משתמש בפטיש, אתה דופק את היתד דרך הלב שלו. דרקולה מתפורר לערימת אבק. מפתח כסף קטן נשאר בארון הקבורה.",
67,25,You have no way of killing Count Dracula. You are in mortal danger!,אין לך דרך להרוג את הרוזן דרקולה. אתה בסכנת חיים!,
67,26,"You plunge the sword into Count Dracula's sleeping body. Oh, dear! It has no effect. You just woke him up.","אתה תוקע את החרב בגוף הישן של הרוזן דרקולה. אוי, לא! אין לזה השפעה. הרגע הערת אותו.",
67,27,You need something to pound the stake with.,אתה צריך משהו לדפוק את היתד איתו.,
67,28,That was truly a dumb thing to do! Run before he catches you!,זה היה דבר טיפשי באמת לעשות! רוץ לפני שהוא תופס אותך!,
67,29,"To do that, you will need to get closer.","כדי לעשות את זה, תצטרך להתקרב.",
67,30,There is no one here but you.,אין כאן אף אחד חוץ ממך.,
67,31,You don't have time! Run for your life!,אין לך זמן! רוץ על החיים שלך!,
67,32,Count Dracula is terrified of the cross. He turns into a bat and flies away.,הרוזן דרקולה מבועת מהצלב. הוא הופך לעטלף ועף משם.,
67,33,You don't have it!,אין לך את זה!,
67,34,You don't see one here.,אתה לא רואה כאן  אתה לא רואה כאן דבר כזה,
67,35,You already have.,כבר יש לך.,
67,36,OK.,בסדר.,
67,37,You can't do that while stumbling around in the dark.,אתה לא יכול לעשות את זה בזמן שאתה מועד בחושך.,
67,38,"Suddenly, he is aware of the silver cross you are wearing around your neck!","פתאום, הוא שם לב לצלב הכסוף שאתה לובש סביב הצוואר!",
67,39,It is pitch black in here! You can't see a thing!,חשוך כאן לגמרי! אתה לא יכול לראות כלום!,
67,40,"Are you crazy? Dracula hangs out here, and you want to stand around looking at things?","אתה משוגע? דרקולה מבלה כאן, ואתה רוצה לעמוד ולהסתכל על דברים?",
67,41,The coffin isn't open.,ארון הקבורה לא פתוח.,
68,1,"You are inside a cute little antique shop. Old furniture and knickknacks clutter the place. Against a wall, a glass display case holds many small items. A little old lady asks if she can help you.","אתה בתוך חנות עתיקות קטנה וחמודה. רהיטים ישנים וחפצי נוי מבלגנים את המקום. על הקיר, ויטרינת זכוכית מכילה פריטים קטנים רבים. גברת זקנה וקטנה שואלת אם היא יכולה לעזור לך.",
68,2,"A little old lady in the antique shop says, ""How may I help you?""","גברת זקנה וקטנה בחנות העתיקות אומרת, ""איך אני יכולה לעזור לך?""",
68,3,"The little old lady is tiny, with twinkling blue eyes. Her white hair is done up in a neat bun on top of her head. She is sitting in an old rocking chair.","הגברת הזקנה וקטנה, עם עיניים כחולות נוצצות. השיער הלבן שלה אסוף בקוקו מסודר על הראש. היא יושבת בכיסא נדנדה ישן.",
68,4,"You glance around the antique shop, and your eye falls on an old oil lamp. There is something about it that appeals to you.","אתה מעיף מבט בחנות העתיקות, והעין שלך נופלת על מנורת שמן ישנה. יש בה משהו שמושך אותך.",
68,5,"The little old lady motions toward an old oil lamp. ""This is a new item in my shop,"" she says. ""I thought you might be interested in it.""","הגברת הזקנה הקטנה מחווה לעבר מנורת שמן ישנה. ""זה פריט חדש בחנות שלי,"" היא אומרת. ""חשבתי שאולי תהיה מעוניין בזה.""",
68,6,The little old lady nods and then goes about her business.,הגברת הזקנה והקטנה מהנהנת ואז ממשיכה בעניינים שלה.,
68,7,You can't just take the lamp. You have to buy it.,אתה לא יכול פשוט לקחת את המנורה. אתה חייב לקנות אותה.,
68,8,"That wouldn't be very nice, would it? You have to buy the lamp.","זה לא יהיה נחמד, נכון? אתה חייב לקנות את המנורה.",
68,9,A good chap like you doesn't do things like that.,בחור טוב כמוך לא עושה דברים כאלה.,
68,10,"""The oil lamp is expensive,"" the little old lady says. ""It will cost you two treasures."" ""There is an alternative, though,"" she says. ""The old hag, Hagatha, stole my precious nightingale. If you can return it to me, then I will give you the oil lamp.""","""מנורת השמן יקרה,"" הגברת הזקנה והקטנה אומרת. ""זה יעלה לך שני אוצרות."" ""יש אלטרנטיבה, בכל זאת,"" היא אומרת. ""הזקנה הרשעה, הגת'ה, גנבה את הזמיר היקר שלי. אם תוכל להחזיר לי אותו, אז אתן לך את מנורת השמן.""",
68,11,Which treasure would you like to give to the little old lady?,איזה אוצר תרצה לתת לגברת הזקנה והקטנה?,
68,12,You do not have the treasure to give to the little old lady.,אין לך אוצר לתת לגברת הזקנה והקטנה.,
68,13,"The little old lady gladly takes your offered treasure. ""That is one treasure,"" she says. ""I need one more for the oil lamp.""","הגברת הזקנה והקטנה לוקחת בשמחה את האוצר שהצעת. ""זה אוצר אחד,"" היא אומרת. ""אני צריכה עוד אחד עבור מנורת השמן.""",
68,14,"The little old lady takes the second treasure. She motions for you to take the old oil lamp, which you do. ""May it bring you good luck!"" she exclaims. She then hustles you out the door.","הגברת הזקנה והקטנה לוקחת את האוצר השני. היא מחווה לך לקחת את מנורת השמן הישנה, מה שאתה עושה. ""שזה יביא לך מזל טוב!"" היא קוראת. ואז היא דוחפת אותך החוצה מהדלת.",
68,15,"""That won't do!"" the little old lady snaps.","""זה לא יעשה!"" הגברת הזקנה הקטנה מתלוננת.",
68,16,"You hand the birdcage with the nightingale to the little old lady. ""My precious!"" she exclaims. In gratitude she gives you the oil lamp. ""Good luck,"" she says. She hastens you out the door and closes up shop.","אתה נותן את כלוב הציפורים עם הזמיר לגברת הזקנה והקטנה. ""זמיר יקר שלי!"" היא קוראת. בהכרת תודה היא נותנת לך את מנורת השמן. ""בהצלחה,"" היא אומרת. היא מזרזת אותך החוצה מהדלת וסוגרת את החנות.",
68,17,"You show the empty birdcage to the little old lady. ""Where's my little bird!"" she exclaims in dismay. ""I don't want an empty cage!""","אתה מראה את כלוב הציפורים הריק לגברת הזקנה הקטנה. ""איפה הציפור הקטנה שלי!"" היא קוראת בתסכול. ""אני לא רוצה כלוב ריק!""",
68,18,Only the old oil lamp interests you.,רק מנורת השמן הישנה מעניינת אותך.,
68,19,The old oil lamp looks like an interesting item.,מנורת השמן הישנה נראית כמו פריט מעניין.,
68,20,You see antique knickknacks in the display case. Nothing there interests you.,אתה רואה חפצי נוי עתיקים בוויטרינה. שום דבר שם לא מעניין אותך.,
68,21,You must specify who you wish to give it to.,אתה חייב לציין למי אתה רוצה לתת את זה.,
69,1,"You look around this dreary cave. Fear grips you as you notice human skulls lining the wall. Hagatha is busily stirring her brew and muttering to herself. As she has very bad eyesight, she hasn't noticed you.","אתה מסתכל בסביבת המערה הקודרת הזו. פחד אוחז בך כשאתה מבחין בגולגולות אנושיות המקשטות את הקיר. הגת'ה עסוקה בבחישת המרקחת שלה ומלמלת לעצמה. מכיוון שיש לה ראייה גרועה מאוד, היא לא הבחינה בך.",
69,2,"You look around this dreary cave. Fear grips you as you notice human skulls lining the wall. Hagatha is busily stirring her brew and muttering to herself. As she has very bad eyesight, she hasn't noticed you. You see a nightingale in a gilded cage.","אתה מסתכל בסביבת המערה הקודרת הזו. פחד אוחז בך כשאתה מבחין בגולגולות אנושיות המקשטות את הקיר. הגת'ה עסוקה בבחישת המרקחת שלה ומלמלת לעצמה. מכיוון שיש לה ראייה גרועה מאוד, היא לא הבחינה בך. אתה רואה זמיר בכלוב מוזהב.",
69,3,You look around this dreary cave. Fear grips you as you notice human skulls lining the wall. A cauldron with a bubbling brew fills the cave with a putrid aroma. You see a nightingale in a gilded cage.,אתה מסתכל בסביבת המערה הקודרת הזו. פחד אוחז בך כשאתה מבחין בגולגולות אנושיות המקשטות את הקיר. קדירה עם מרקחת מבעבעת ממלאת את המערה בריח נרקב. אתה רואה זמיר בכלוב מוזהב.,
69,4,You look around this dreary cave. Fear grips you as you notice human skulls lining the wall. A cauldron with a bubbling brew fills the cave with a putrid odor.,אתה מסתכל בסביבת המערה הקודרת הזו. פחד אוחז בך כשאתה מבחין בגולגולות אנושיות המקשטות את הקיר. קדירה עם מרקחת מבעבעת ממלאת את המערה בריח נרקב.,
69,5,"You quietly pick up the birdcage with the nightingale. Suddenly, the nightingale bursts out in song, alerting the old hag to your presence.","אתה מרים בשקט את כלוב הציפורים עם הזמיר. פתאום, הזמיר פורץ בשיר, מעיר את הזקנה המרושעת לנוכחותך.",
69,6,"Quietly, you pick up the covered birdcage with the nightingale. To your relief, the bird remains silent.","בשקט, אתה מרים את כלוב הציפורים המכוסה עם הזמיר. להקלתך, הציפור נשארת שקטה.",
69,7,"This is the ugliest old lady you have ever seen. She's toothless, with warts all over her face, and she has matted gray hair. She stirs her brew with a stick held by clawlike hands.","זו הגברת הזקנה הכי מכוערת שראית אי פעם. היא חסרת שיניים, עם יבלות בכל הפנים, ויש לה שיער אפור סבוך. היא מערבבת את המרקחת עם מקל המוחזק בידיים דמויות טפרים.",
69,8,What a mistake you made!! You gave yourself away! Now Hagatha knows you are here.,איזו טעות עשית!! חשפת את עצמך! עכשיו הגת'ה יודעת שאתה כאן.,
69,9,She's not here.,היא לא כאן.,
69,10,What would you do with her if you had her?,מה היית עושה איתה אם היית מחזיק אותה?,
69,11,"Smack, hug, woopie!, yuck, barf, gag.","סטירה, חיבוק, יאללה!, איכס, הקאה, בחילה.",
69,12,There is no need for you to do that now.,אין צורך שתעשה את זה עכשיו.,
69,13,"You try using the black cloak to cover the birdcage, but it is the wrong shape. It slips off.","נסית להשתמש בגלימה השחורה כדי לכסות את הכלוב, אבל הצורה לא מתאימה. היא מחליקה ונופלת.",
69,14,"You drape the cloth over the birdcage. Hopefully, this will keep the nightingale quiet.",אתה עוטף את הבד על הכלוב. בתקווה שזה ישתיק את הזמיר.,
69,15,You have nothing to cover a birdcage with.,אין לך במה לכסות את הכלוב.,
69,16,You pick up the gilded birdcage with the nightingale in it. The little bird starts singing prettily. A moment later it stops.,אתה מרים את הכלוב המוזהב עם הזמיר. הציפור הקטנה מתחילה לצייץ יפה ואז נדממת.,
69,17,"Without thinking, you remove the cloth from the birdcage. Immediately, the nightingale sings, alerting Hagatha to your presence.","בלי לחשוב, הסרת את הבד מהכלוב. מיד ציפור הזמיר התחילה לשיר ומעיר את הגת'ה.",
69,18,The iron cauldron is bubbling with a nasty smelling brew. A hot fire burns underneath.,הקדרה מבעבעת במרק מצחין. אש לוהטת בוערת מתחתיה.,
69,19,The brew in the iron cauldron is a sickly yellow color. Hot steam rises from it. The odor is almost unbearable. You believe it to be a broth made from human flesh and bone.,המרק בקדרה צבעו צהוב חולני. אדים חמים עולים ממנו. הריח כמעט בלתי נסבל - נראה כמו מרק מבשר ועצמות אדם.,
69,20,You wouldn't want any of Hagatha's brew.,לא היית רוצה לטעום מהמרק של הגת'ה.,
69,21,Yuck!!! Don't do that!,איכס!!! אל תעשה את זה!,
69,22,There are many human skulls in Hagatha's cave. She has a taste for human flesh.,יש הרבה גולגולות אדם במערת הגת'ה. יש לה תיאבון לבשר אדם.,
69,23,You'll have to go closer!,תצטרך להתקרב יותר!,
69,24,The beautiful nightingale is in a gilded cage.,ציפור הזמיר היפה נמצאת בכלוב מוזהב.,
69,25,"Oh, no! When you opened the cage, the bird flew away.","אוי לא! כשפתחת את הכלוב, הציפור ברחה.",
69,26,It's just an empty birdcage.,זה רק כלוב ריק.,
69,27,"You look around this dreary cave. Fear grips you as you notice human skulls lining the wall. Hagatha is busily stirring her brew and muttering to herself. As she has very bad eyesight, she hasn't noticed you. You see a gilded cage.",אתה מסתכל במערה הקודרת. פחד אוחז בך כשאתה רואה גולגולות אדם על הקיר. הגת'ה עסוקה בערבוב המרק ומלמלת לעצמה. הראייה שלה גרועה ולכן היא לא הבחינה בך. אתה רואה כלוב מוזהב.,
69,28,You look around this dreary cave. Fear grips you as you notice human skulls lining the wall. A cauldron with a bubbling brew fills the cave with a putrid aroma. You see a gilded cage.,אתה מסתכל במערה הקודרת. פחד אוחז בך כשאתה רואה גולגולות אדם על הקיר. הקדרה ממלאת את המערה בריח רקוב. אתה רואה כלוב מוזהב.,
69,29,You take the cage.,אתה לוקח את הכלוב.,
69,30,OK.,בסדר.,
69,31,"Unfortunately, this alerts the hag to your presence.","לצערך, זה מעיר את המכשפה.",
69,32,The old hag is stronger than she looks. You shouldn't try it.,המכשפה הזקנה חזקה יותר ממה שנראה. לא כדאי לנסות.,
69,33,Yechhh!!! What a terrible thought!,איכס!!! איזו מחשבה נוראה!,
69,34,The nightingale is flying toward the cave entrance.,ציפור הזמיר עפה לכיוון פתח המערה.,
69,37,"She grabs you and throws you into her cauldron. She will love to have you for dinner. heh, heh, heh!","היא תופסת אותך וזורקת לקדרה. היא תשמח לאכול אותך לארוחת ערב. הי, הי, הי!",
69,38,The nightingale flits about in the gilded cage; not making a sound.,ציפור הזמיר מנופפת בכנפיה בכלוב המוזהב בשקט מוחלט.,
70,1,"The wolf pounces on you! My, what big TEETH he has! Good enough to eat you with, my dear.","הזאב קופץ עליך! איזה שיניים ענקיות יש לו! מספיק גדולות כדי לאכול אותך, יקירי.",
70,2,"Oh dear! A wolf in grandma's clothing is in the bed! Get out of there, fast!",הו לא! זאב בבגדי סבתא במיטה! ברח משם מהר!,
70,3,This is the home of Grandma. It is comfortably furnished. Frilly curtains cover the windows. Flowers are in vases. Grandma is lying on a brass bed in a cloud of pillows and coverlets.,זה בית סבתא. מרוהט בנוחות. וילונות מעוטרים על החלונות. פרחים באגרטלים. סבתא שוכבת על מיטת פליז בים של כריות ושמיכות.,
70,4,Grandma looks pale and weak. She must be ailing. She is dressed in a warm flannel nightgown. White curls peek out from under a flannel nightcap.,סבתא נראית חיוורת וחלשה. היא בוודאי חולה. לבושה בכותונת חמה. תלתלים לבנים מציצים מתחת לכובע.,
70,5,Grandma is lying in an elegant brass bed. Mounds of pillows and blankets surround her.,סבתא שוכבת במיטת פליז אלגנטית. ערימות כריות ושמיכות מקיפות אותה.,
70,6,You can see the woods when you look out the window.,דרך החלון רואים את היער.,
70,7,"Grandma is very weak. Her voice wavers as she says, ""Good day, kind sir. I would like to offer you a cup of tea, but as you can see, I am ailing.""","סבתא חלשה מאוד. קולה רועד: ""שלום, בחור נחמד. הייתי רוצה להציע לך תה, אבל כפי שאתה רואה, אני חולה.""",
70,8,The door is already open.,הדלת כבר פתוחה.,
70,9,That wouldn't be very nice.,זה לא יהיה נחמד.,
70,10,You are supposed to be the good guy. Good guys don't kill kindly little old grandmas.,אתה אמור להיות הגיבור. גיבורים לא הורגים סבתות חמודות.,
70,11,Watch it! Whatever she has might be catching.,זהירות! מה שיש לה עלול להיות מדבק.,
70,12,What would you like to do for poor sick old Grandma?,מה תרצה לעשות עבור סבתא החולה המסכנה?,
70,13,"You feed the hot chicken soup to ailing Grandma. ""I feel much better,"" she says. ""In return for your kindness, I have something for you. Look under the bed.""","אתה מאכיל את סבתא החולה במרק עוף חם. ""אני מרגישה הרבה יותר טוב,"" היא אומרת. ""בתמורה לטוב ליבך, יש לי משהו בשבילך. חפש מתחת למיטה.""",
70,14,You don't have it.,אין לך את זה.,
70,15,"Grandma shakes her head. ""I can't chew ham. It is too tough for my teeth.""","סבתא מנידה בראשה. ""אני לא יכולה ללעוס חזיר. קשה מדי לשיניים שלי.""",
70,16,"Grandma looks at the basket of goodies. ""This belongs to my granddaughter,"" she declares. ""You ought to return it to her.""","סבתא מסתכלת על סל המטעמים. ""זה שייך לנכדה שלי,"" היא אומרת. ""כדאי שתחזיר לה אותו.""",
70,17,"""Thank you for your kind offer of flowers, but I already have enough flowers around the house,"" Grandma says.","""תודה על הפרחים היפים, אבל יש לי כבר מספיק פרחים בבית,"" אומרת סבתא.",
70,18,"Grandma shakes her head. ""I don't need treasures to be happy,"" she declares. You keep it.","סבתא מנידה בראש. ""אני לא צריכה אוצרות כדי להיות מאושרת."" תשמור על זה.",
70,19,Grandma appears not to be interested in it.,סבתא לא נראית מתעניינת בזה.,
70,20,You drop to your hands and knees and peer under the bed. A large ruby ring and a black cloak are hidden there. You take them into your possession.,אתה יורד על ידיים וברכיים ומציץ מתחת למיטה. טבעת רובי גדולה וגלימה שחורה מוסתרות שם. אתה לוקח אותן.,
70,21,It would not be polite to do that.,זה לא יהיה מנומס.,
70,22,You peek under the bed but see only dust.,אתה מציץ מתחת למיטה אבל רואה רק אבק.,
70,23,"""Thank you for your generosity, good sir,"" Grandma says. ""The chicken soup has warmed my poor old bones.""","""תודה על הנדיבות שלך,"" אומרת סבתא. ""מרק העוף חימם גופי המזדקן.""",
70,24,The basket is empty because you ate all the goodies. What would Grandma do with an empty basket?,הסל ריק כי אכלת את כל המטעמים. מה סבתא תעשה עם סל ריק?,
70,25,You are too far away.,אתה רחוק מדי.,
70,26,The colorful rug appears to have been handmade.,השטיח הצבעוני נראה עשוי ביד.,
70,27,You must specify who you wish to give it to.,אתה חייב לומר למי לתת את זה.,
70,28,You must specify who you wish to feed it to.,אתה חייב לומר את מי להאכיל.,
71,1,"The chapel of the monastery is plain and unadorned. Rows of pews lead toward an altar, which is topped by a large cross.",הקפלה במנזר פשוטה וצנועה. שורות ספסלים מובילות אל הבמה שעליה צלב גדול.,
71,2,The chapel of the monastery is plain and unadorned. A monk in simple clothing is bent in prayer toward the cross on the altar.,הקפלה במנזר פשוטה וצנועה. נזיר בבגדים פשוטים כפוף בתפילה אל הצלב.,
71,3,The chapel of the monastery is plain and unadorned. A monk in simple clothing is standing next to the altar. He looks kindly at you.,הקפלה במנזר פשוטה וצנועה. נזיר בבגדים פשוטים עומד ליד הבמה ומסתכל עליך בחביבות.,
71,4,The monk is dressed in a simple ankle-length robe. A belt of thin leather is tied around his ample waist. He walks on worn sandals.,הנזיר לבוש בגלימה פשוטה עד הרגליים. חגורת עור דקה סביב מותניו. נועל סנדלים בלויים.,
71,5,What do you think you would accomplish by doing that?,מה אתה חושב שתשיג בזה?,
71,6,"Anyone who would kill a man of the cloth doesn't deserve to play this game. Therefore, we will end it.",מי שהורג איש דת לא ראוי לשחק במשחק. לכן נסיים אותו.,
71,7,You speak to the praying monk but he does not respond. He seems deep in worship.,אתה מדבר אל הנזיר המתפלל אבל הוא לא עונה. הוא שקוע בתפילה.,
71,8,Can I be of service? the monk asks. What name do you go by?,האם אוכל לעזור? שואל הנזיר. איך קוראים לך?,
71,9,Please be quiet while praying.,שקט בבקשה בזמן התפילה.,
71,10,You shout at the praying monk. He pays no attention. The monk is deep in prayer.,אתה צועק על הנזיר המתפלל. הוא לא שם לב. הנזיר שקוע בתפילה.,
71,11,There is a large wooden cross atop the oaken altar.,יש צלב עץ גדול על הבמה.,
71,12,The wooden cross is plain and simple. An altar of polished oak supports it.,צלב העץ פשוט וצנוע. במה מעץ אלון מלוטש תומך בו.,
71,13,You kneel near the altar. You look up at the wooden cross.,אתה כורע ליד הבמה ומסתכל על הצלב.,
71,14,"You kneel near the altar. Bowing your head, you pray.","אתה כורע ליד הבמה, מרכין ראש ומתפלל.",
71,15,The plump monk lifts his head from prayer and seems to notice you for the first time. He stands and asks your name.,הנזיר השמנמן מרים את ראשו מהתפילה ונראה שהוא מבחין בך לראשונה. הוא קם ושואל לשמך.,
71,16,"The kindly monk explains that he has heard of you and your quest. Here is my cross. It will protect you from evil, he says. He removes a chain with a silver cross from around his neck and gives it to you. The monk then resumes his prayers.","הנזיר החביב מסביר ששמע עליך ועל המשימה שלך. ""הנה הצלב שלי. הוא יגן עליך מפני רוע,"" הוא אומר. הוא מוריד שרשרת עם צלב כסף מצווארו ונותן לך. הנזיר חוזר לתפילותיו.",
71,17,You are the only one in the chapel.,אתה היחיד בקפלה.,
71,18,"Come, join me at the altar, my friend, says the monk.","בוא, הצטרף אלי לתפילה, ידידי,"" אומר הנזיר.",
71,19,It doesn't work. The monk is deep in prayer.,זה לא עובד. הנזיר שקוע בתפילה.,
71,20,You don't have time to sit around.,אין לך זמן לשבת סתם.,
71,21,You tap the monk on his shoulder but it does no good. He is very deep in prayer.,אתה נוקש על כתף הנזיר אבל זה לא עוזר. הוא שקוע מאוד בתפילה.,
