חדר,אינדקס,מקור,תרגום,הערות
57,20,Not now!,לא עכשיו!,
57,21,"Removing your hands from the sheer rock wall to rub the magic stone,%m22","בהסרת ידיך מקיר הסלע התלול כדי לשפשף את אבן הקסם,%m22",
57,22, you quickly assess your chances of surviving a 700-foot fall.,אתה מעריך במהירות את הסיכויים שלך לשרוד נפילה של מעל 200 מטר.,
57,23,"As you reach for your fly wings, a sharp gust of wind blows them from your grasp.","כשאתה מושיט יד לכנפי הזבוב שלך, משב רוח חד מעיף אותן מאחיזתך.",
57,24,"You watch as your feather floats up, up and away on a sudden blast of frigid air.","אתה צופה בנוצה שלך מרחפת מעלה, הרחק למעלה במשב רוח פתאומי וקר.",
57,25,You congratulate yourself on successfully eluding the abominable snowman.,אתה מברך את עצמך על כך שהצלחת להתחמק מאיש השלג הנורא.,
58,1,"You carefully make your way down the eastern side of these mountains. The path travels along the top of a narrow ridge. Looking back, you see the snowy peaks through which you so recently journeyed. Whew! You wipe your brow as you feel the worst is now behind you.","אתה עושה את דרכך בזהירות בצד המזרחי של ההרים האלה. השביל עובר בחלקו העליון של רכס צר. במבט לאחור, אתה רואה את הפסגות המושלגות שדרכן טיילת עברת ממש לאחרונה. פשיו! אתה מנגב את המצח שלך כשאתה מרגיש שהגרוע מכל מאחוריך.",
58,2,You are walking along a steep ridgetop on a treacherous path. One wrong step could mean instant death. Be careful!,אתה הולך לאורך ראש רכס תלול בשביל בוגדני. צעד שגוי אחד עלול להיות מוות מיידי. הזהר!,
58,3,You see numerous evergreen trees and bushes. The forest is very tranquil.,אתה רואה הרבה עצים ושיחים ירוקי עד. היער מאוד שקט.,
58,4,The ground is covered with a crunchy carpet of pine needles.,האדמה מכוסה בשטיח פריך של מחטי אורן.,
58,5,"Looking back, you see snow-capped peaks thrusting their way upward toward an azure sky.","במבט לאחור, אתה רואה פסגות מושלגות הדוחפות את דרכן כלפי מעלה לעבר שמיים תכולים.",
58,6,There are no climbable trees here.,אין כאן עצים שאפשר לטפס עליהם.,
58,7,You see no flowers around here.,אתה לא רואה כאן פרחים.,
59,1,"You carefully make your way down the eastern side of these mountains. The path travels along the top of a narrow ridge. Looking back, you see the snowy peaks through which you so recently journeyed. Whew! You wipe your brow as you feel the worst is now behind you.","אתה עושה את דרכך בזהירות בצד המזרחי של ההרים האלה. השביל עובר בחלקו העליון של רכס צר. במבט לאחור, אתה רואה את הפסגות המושלגות שדרכן טיילת עברת ממש לאחרונה. פשיו! אתה מנגב את המצח שלך כשאתה מרגיש שהגרוע מכל מאחוריך.",
59,2,You are trekking along a steep ridgetop on a treacherous path. One wrong step could mean instant death. Be careful!,אתה הולך לאורך ראש רכס תלול בשביל בוגדני. צעד שגוי אחד עלול להיות מוות מיידי. הזהר!,
59,3,You see numerous evergreen trees and bushes. The forest is very tranquil.,אתה רואה הרבה עצים ושיחים ירוקי עד. היער מאוד שקט.,
59,4,The ground is covered with a crunchy carpet of pine needles.,האדמה מכוסה בשטיח פריך של מחטי אורן.,
59,5,"Looking back, you see snow-capped peaks thrusting their way upward toward an azure sky.","במבט לאחור, אתה רואה פסגות מושלגות הדוחפות את דרכן כלפי מעלה לעבר שמיים תכולים.",
59,6,There are no climbable trees here.,אין כאן עצים שאפשר לטפס עליהם.,
59,7,You see no flowers around here.,אתה לא רואה כאן פרחים.,
60,1,This cave is disgusting! It reeks of rotting flesh. Half-chewed bones of numerous creatures are scattered everywhere. Your skin creeps as you look at the sight before you. This is definitely not a good place to be!,המערה הזו מגעילה! היא מסריחה מבשר רקוב. עצמות חצי לעוסות של יצורים רבים מפוזרות בכל מקום. אתה מקבל צמרמורת כשאתה מסתכל על המראה שלפניך. זה בהחלט לא מקום טוב להיות בו!,
60,2,You have absolutely no interest in these horrible bones! Your only interest is in getting OUT OF THERE!,אין לך שום עניין בעצמות הנוראיות האלה! העניין היחיד שלך הוא לצאת משם!,
60,3,The cold snow sparkles on the mountaintop as you glance out of the cave. It would be better to be OUT there than IN here.,השלג הקר נוצץ על פסגת ההר כשאתה מציץ החוצה מהמערה. עדיף להיות שם בחוץ מאשר כאן בפנים.,
60,4,,,
60,5,,,
60,6,"Horrors! You have just entered the awful cave of the Abominable Snowman, and to your extreme bad luck he happens to be home!","זוועות! זה עתה נכנסת למערה האיומה של איש השלג הנורא, ולמזלך הרע והקיצוני הוא במקרה בבית!",
60,7,No message.,אין הודעה.,
60,16,You can't do that now.,אתה לא יכול לעשות את זה עכשיו.,
60,17,The mountain air is too thin to support insect flight.,אוויר ההרים דליל מכדי לתמוך במעוף חרקים.,
61,1,"You look upward and view the mountain range you so arduously crossed. Well, you made it to Daventry! But, what is this? It looks like a cave leading deep into the mountain. You see evidence that a door once covered this cave entrance. Huge boulders lie scattered about, apparently from tumbling down the mountain.","אתה מסתכל כלפי מעלה וצופה ברכס ההרים שחצית בקושי רב. ובכן, הגעת לדוונטרי! אבל, מה זה? זה נראה כמו מערה המובילה לעומק ההר. אתה רואה ראיות לכך שפעם הייתה דלת שכיסתה את הכניסה למערה הזו. סלעים ענקיים פזורים מסביב, ככל הנראה מנפילה במורד ההר.",
61,2,You gaze into the cave-like entrance. You see nothing but crumbly stone steps leading upward.,אתה מביט אל הכניסה דמוית המערה. אינך רואה דבר מלבד מדרגות אבן מתפוררות המובילות כלפי מעלה.,
61,3,A deep chasm has split the earth on this side of the mountain. You wonder if an earthquake had once struck Daventry and caused the destruction you see before you. You see nothing of interest across it.,תהום עמוקה פיצלה את האדמה בצד זה של ההר. אתה תוהה אם רעידת אדמה פגעה פעם בדוונטרי וגרמה להרס שאתה רואה לפניך. אתה לא רואה שום דבר מעניין מעבר לזה.,
61,4,"A once green woodland spreads out before you. Now though, many trees and bushes have been cruelly charred.","קרקע שהייתה פעם ירוקה פרושה לפניך. אולם כעת, עצים ושיחים רבים נחרכו באכזריות.",
61,5,The ground is strewn with large boulders. A deep chasm cuts into it.,האדמה מכוסה בסלעים גדולים. תהום עמוקה חוצה אותה.,
61,6,You see a mysterious cloud cover straight above you in the sky.,אתה רואה ענין מסתורי המכסה ישר מעליך בשמיים.,
61,7,You see no flowers about.,אתה לא רואה פרחים.,
61,8,"The stone steps within the cave entrance look mighty crumbly. Curiously, they lead straight up into the mountain!","מדרגות האבן בתוך פתח המערה נראות מתפוררות באופן מחריד. באופן מוזר, הן מובילות היישר אל ההר!",
61,9,There are no climbable trees around.,אין עצים שאפשר לטפס עליהם בסביבה.,
61,10,You successfully fall for twenty meters before you hit the bottom. You get a 4.1 from the Russian judge.,אתה נופל בהצלחה עשרים מטר לפני שאתה פוגע בתחתית. אתה מקבל 4.1 נקודות מהשופט הרוסי.,לבדוק איפה זה
61,11,"Whoops, you slipped!","אופס, החלקת!",
61,12,"The chasm is much too wide to jump across, and too treacherous to climb.","התהום רחבה מדי מכדי לעבור אותה בקפיצה, ובוגדנית מכדי לטפס עליה.",
62,1,This cave is merely the entrance to crumbly stone steps that lead upward into the depths of the mountain. Pebbles and little rocks lie scattered upon the cave floor.,מערה זו היא רק הכניסה למדרגות אבן מתפוררות המובילות כלפי מעלה אל מעמקי ההר. חלוקי נחל וסלעים קטנים פזורים על רצפת המערה.,
62,2,"The stone steps go up into the very depths of this mountain. Not only are they crumbly, but they are also very steep!","מדרגות האבן עולות אל מעמקי ההר הזה. לא רק שהם מתפוררות, אלא שהן גם תלולות מאוד!",
62,3,Little stones and pebbles from the steps have fallen and lie scattered around the cave floor.,אבנים קטנות וחלוקי נחל מהמדרגות נפלו ומונחות מפוזרות על רצפת המערה.,
62,4,You see the charred trees of Daventry outside the cave.,אתה רואה את העצים החרוכים של דוונטרי מחוץ למערה.,
62,5,Watch out for that first step. It's a dilly.,היזהרו מהצעד הראשון הזה. הוא מיוחד במינו.,לבדוק איפה זה
63,1,"Crumbled stone steps go upward into the depths of this mountain. To your amazement, you see light coming down from above. Looking down, you see the stairs steeply descending below you.","מדרגות אבן מתפוררות עולות כלפי מעלה אל מעמקי ההר הזה. לתדהמתך, אתה רואה אור יורד מלמעלה. במבט למטה, אתה רואה את המדרגות יורדות בתלילות מתחתיך.",
63,2,"The stone steps go up into the very depths of this mountain. Not only are they crumbly, but they are also very steep!","מדרגות האבן עולות אל מעמקי ההר הזה. לא רק שהם מתפוררות, אלא שהן גם תלולות מאוד!",
63,3,,,
63,5,Darn those steps!,לעזאזל עם המדרגות האלה!,
64,1,"Finally, the top of the cave! You notice bright light streaming in from outside the cave. Looking down, you see the crumbly stone steps precariously descending into the bowels of the mountain.","סוף סוף, ראש המערה! אתה מבחין באור בהיר שזורם פנימה מחוץ למערה. במבט מטה, אתה רואה את מדרגות האבן המתפוררות יורדות בצורה מסוכנת לתוך בטן ההר.",
64,2,"You gaze nervously down the steep stone steps leading into the pit of the mountain. Swallowing hard, you realize how dangerous they are.","אתה מביט בעצבנות אל מורד מדרגות האבן התלולות המובילות אל בור ההר. בבליעת רוק חזקה, אתה מבין כמה הן מסוכנות.",
64,3,It's very bright outside.  You think you see clouds.,מאוד בהיר בחוץ. אתה חושב שאתה רואה עננים.,
64,5,No fair taking short cuts!,לא הוגן לעשות קיצורי דרך!,
65,1,"Looking around, you see clouds surrounding this small bit of land like a white, cottony sea. Charred stumps of trees spoil the scene.","במבט מסביב, אתה רואה עננים המקיפים את חלקת האדמה הקטנה הזו כמו ים לבן של כותנה. גדמי עצים חרוכים מקלקלים את הנוף.",
65,2,All of the trees and plants in this area have been burnt to stumps by the evil three-headed dragon!,כל העצים והצמחים באזור הזה נשרפו עד לגדמים על ידי הדרקון המרושע בעל שלושת הראשים!,
65,3,"The ground is moist from the constant presence of clouds, but yet the trees are burnt and blackened.","האדמה לחה מנוכחותם המתמדת של עננים, אך יחד עם זאת העצים שרופים ומושחרים.",
65,4,The sky is blue and cloudless above this strange cloud land.,השמים כחולים ונטולי עננים מעל ארץ העננים המוזרה הזו.,
65,5,You have skillfully detected the boundaries of cloud land. The rest of your quest will go quickly...,זיהית במיומנות את הגבולות של אדמת עננים. שאר המסע שלך יעבור מהר...,
65,6,...downward!,...מטה!,
65,7,"As you unroll the delicate map, it crumbles in the intense heat!","בזמן שאתה פותח את המפה המגולגלת והעדינה, היא מתפוררת בחום העז!",
66,1,The dragon has laid waste to this area. The earth is scorched and all the trees and plants are charred.,הדרקון השמיד את האזור הזה. האדמה חרוכה וכל העצים והצמחים שרופים.,
66,2,"The dragon's green scaly body is huge! Its three ugly heads blow flame and smoke, while its necks twist and writhe. Ugh!! The sight of it makes you shiver.","גוף הקשקשים הירוק של הדרקון הוא ענק! שלושת ראשיו המכוערים נושפים להבות ועשן, בעוד צווארו מתפתל ומתעוות. אוף!! המראה של זה עושה לך לצמרמורת.",
66,3,The dragon lies dead upon the ground. He was no match for the fury of your magical storm!,הדרקון שוכב מת על האדמה. זה לא היה כוחות אל מול זעם הסערה הקסומה שלך!,
66,4,"A huge, fire-breathing dragon is here and it has SEEN you! Hypnotized by its baleful glare, you stand frozen in your tracks!! What a way to go; ending up as a dragon's barbeque!","דרקון ענק ונושם-האש נמצא כאן והוא הבחין בך! מהופנט אכזריותו הבוהקת, אתה קופא במקום!! איזו דרך למות; מסתיים בתור השישליק של דרקון!",
66,5,"The dragon notices Princess Rosella being untied, and blasts you both with a long, licking tongue of flame.","הדרקון שם לב שהנסיכה רוזלה משתחררת, והודף את שניכם בלשון להבה ארוכה ומלקקת.",
66,6,That was a mistake; now he knows you're here!,זו הייתה טעות; עכשיו הוא יודע שאתה כאן!,
66,7,It seems that you have confused being invisible...,נראה שהתבלבלת בין להיות בלתי נראה...,
66,8,...with being weightless.,...ללהיות חסר משקל.,
66,9,Bolts of lightning strike the huge dragon. He howls in pain and falls to the ground... dead.,חצי ברק פוגעים בדרקון הענק. הוא מיילל מכאב ונופל ארצה... מת.,
66,10,Shhh!!! The dragon will hear you!,ששש!!! הדרגון ישמע אותך!,
66,11,This dragon is dead.,הדרקון מת.,
66,12,And just how do you propose to do that?,ואיך בדיוק אתה מציע לעשות זאת?,
66,13,That would be overkill.,זה יהיה מוגזם.,
66,14,All of the trees and plants in this area have been burnt to stumps by the evil three-headed dragon!,כל העצים והצמחים באזור הזה נשרפו עד לגדמים על ידי הדרקון המרושע בעל שלושת הראשים!,
66,15,%m14,,
66,16,There are no climbable trees around.,אין עצים שאפשר לטפס עליהם בסביבה.,
66,17,The sky is blue and cloudless above this strange cloud land.,השמים כחולים ונטולי עננים מעל ארץ העננים המוזרה הזו.,
66,18,"The ground is moist from the constant presence of clouds, but yet the trees are burnt and blackened.","האדמה לחה מנוכחותם המתמדת של עננים, אך יחד עם זאת העצים שרופים ומושחרים.",
66,19,You don't have a knife.,אין לך סכין.,
66,20,Your little knife would barely nick that big dragon!,הסכין הקטנה שלך בקושי תחתוך את הדרקון הגדול הזה!,
66,21,Do you really think that is necessary?,אתה באמת חושב שזה נחוץ?,
66,22,"As you unroll the delicate map, it crumbles in the intense heat!","בזמן שאתה פותח את המפה המגולגלת והעדינה, היא מתפוררת בחום העז!",
66,23,While you have regained visibility...,בזמן שחזרת להיות נראה...,
66,24,...you'll never regain conciousness.,...לעולם לא תחזור להכרה.,
67,1,"Looking around, you see clouds surrounding this small bit of land like a white, cottony sea. Charred stumps of trees spoil the scene.","במבט מסביב, אתה רואה עננים המקיפים את חלקת האדמה הקטנה הזו כמו ים לבן של כותנה. גדמי עצים חרוכים מקלקלים את הנוף.",
67,2,All of the trees and plants in this area have been burnt to stumps by the evil three-headed dragon!,כל העצים והצמחים באזור הזה נשרפו עד לגדמים על ידי הדרקון המרושע בעל שלושת הראשים!,
67,3,"The ground is moist from the constant presence of clouds, but yet the trees are burnt and blackened.","האדמה לחה מנוכחותם המתמדת של עננים, אך יחד עם זאת העצים שרופים ומושחרים.",
67,4,The sky is blue and cloudless above this strange cloud land.,השמים כחולים ונטולי עננים מעל ארץ העננים המוזרה הזו.,
67,5,"This is a very strange cloud land. There is just a bit of land dotted with charred trees encircled by a sea of white, fluffy clouds. This gives you the odd feeling of floating upon a cottony ocean. A cave entrance leads into a steep mountainside.",זוהי ארץ עננים מוזרה מאוד. יש רק מעט אדמה זרועה עצים חרוכים המוקפים בים של עננים לבנים ורכים. זה נותן לך תחושה מוזרה של לצוף על אוקיינוס כותנה. כניסה למערה מובילה לצלע הר תלול.,
67,6,The mountain rises steeply from this bizarre cloud land.  A cave goes into its depths.,ההר עולה בתלילות מארץ העננים המוזרה הזו. מערה מובילה אל מעמקיו,
67,7,The mountain is unclimbable as it is much too steep and rocky.,ההר אינו ניתן לטיפוס מכיוון שהוא תלול וסלעי מדי.,
67,8,It feels strangely hot up here.,מרגיש חם כאן בצורה מוזרה.,
67,9,"The cave leads deep into the steep mountainside. Within, crumbly stone steps lead downward to murky depths.","המערה מובילה עמוק אל צלע ההר התלול. בתוכה, מדרגות אבן מתפוררות מובילות מטה לעומקים עכורים.",
67,10,"This mystical cloud land may never cease to amaze you, but...","ארץ העננים המיסטית הזו אולי לעולם לא תפסיק להדהים אותך, אבל...",
67,11,...it has ceased to support you!  Enjoy the trip.,...היא הפסיקה לתמוך בך! תהנה מהטיול.,
67,12,"As you unroll the delicate map, it crumbles in the intense heat!","בזמן שאתה פותח את המפה המגולגלת והעדינה, היא מתפוררת בחום העז!",
68,1,"The countryside of Daventry looks as if it had once been beautiful. But now, trees are charred, a chasm splits the earth, and wildflowers no longer grow. Nearby is an old, broken-down well that someone has filled with rocks. It's useless now.","האזור הכפרי של דוונטרי נראה כאילו היה פעם יפה. אבל עכשיו, עצים חרוכים, תהום מבקעת את האדמה, ופרחי בר אינם גדלים עוד. בסמוך יש באר ישנה ומפורקת שמישהו מילא בסלעים. היא חסרת תועלת עכשיו.",
68,2,Some plants and trees around Daventry have been burnt black and leafless.,חלק מצמחים והעצים מסביב לדוונטרי נשרפו בשחור ונטולי עלים.,
68,3,Wildflowers no longer grow here.,פרחי בר אינם גדלים כאן יותר.,
68,4,There is nothing interesting on the ground but grass.,אין שום דבר מעניין על הקרקע מלבד דשא.,
68,5,"The sky is blue and the sun is shining, but yet a feeling of sadness lingers here.","השמיים כחולים והשמש זורחת, אבל עדיין תחושת עצב משתרכת כאן.",
68,6,There are no good climbing trees that you can see.,אין עצים מטפסים טובים שאתה יכול לראות.,
68,7,"The old well has been filled with rocks. It's useless. Like everything else in Daventry, the well gives a feeling of futileness.","הבאר הישנה מולאה בסלעים. היא חסרת תועלת. כמו כל דבר אחר בדוונטרי, הבאר נותנת תחושה של חוסר תוחלת.",
68,8,"A deep chasm splits the earth. Possibly, an earthquake ripped through Daventry at one time. Looking across the chasm, you see nothing but more charred countryside.","תהום עמוקה מפצלת את האדמה. נראה כי פרצה פעם רעידת אדמה בדוונטרי. כשאתה מסתכל על פני התהום, אינך רואה דבר מלבד אזור כפרי חרוך יותר.",
68,9,"A stone wall travels to the north and south. You see if you can climb it, but find it too high. There is nothing of any interest on the other side of the wall, anyway.","קיר אבן ממשיך לצפון ולדרום. אתה בודק אם אתה יכול לטפס עליו, אבל מוצא שהוא גבוה מדי. ממילא אין שום עניין בצד השני של הקיר.",
68,10,%m9,,
68,11,"The chasm is much too wide to jump across, and too treacherous to climb.","התהום רחבה מדי מכדי לעבור אותה בקפיצה, ובוגדנית מכדי לטפס עליה.",
68,12,The treacherous chasm has claimed another victim.,התהום הבוגדנית גבתה קורבן נוסף.,
69,1,"You stare at the run-down shack. Upon the porch, a withered gnome rocks in a creaky old rocking chair, whistling a merry tune. The shack leans heavily to one side and you wonder why it doesn't fall.","אתה בוהה בצריף המוזנח. על המרפסת, גמד קמל מתנדנד בכיסא נדנדה ישן וחורק, שורק מנגינה עליזה. הצריף נוטה בכבדות לצד אחד ואתה תוהה למה הוא לא נופל.",
69,2,You stare at the run-down shack. It leans heavily to one side. You wonder why it doesn't fall.,אתה בוהה בצריף המוזנח. הוא נוטה בכבדות לצד אחד. אתה תוהה למה זה לא נופל.,
69,3,"A stone wall travels to the north and south. You try to go over it, but find it too high. There is nothing of any interest on the other side of it, anyway.","קיר אבן ממשיך לצפון ולדרום. אתה מנסה לעבור אותו, אבל מוצא שהוא גבוה מדי. ממילא אין שום עניין בצד השני של הקיר.",
69,4,"The ramshackle wooden fence runs to the north and south. You try to go over it, but find it too high. There is nothing of any interest on the other side of it, anyway.","גדר העץ הרעועה ממשיכה מצפון ומדרום. אתה מנסה לעבור מעליה, אבל מוצא שהיא גבוהה מדי. בכל מקרה אין שום עניין בצד השני שלה.",
69,5,It is a little too high to climb.,זה קצת גבוה לטיפוס.,
69,6,You can't see anything through the window.,אתה לא רואה דבר מבעד לחלון.,
69,7,The door is locked. The gnome is wary of thieves.,הדלת נעולה. הגמד נזהר מגנבים.,
69,8,"In the distance, you notice a castle. Your excitement mounts as you realize it is your home. Your parents, King Graham and Queen Valanice, whom you do not remember, reside there.","מרחוק אתה מבחין בטירה. ההתרגשות שלך גוברת כשאתה מבין שזהו ביתך. הוריך, המלך גרהם והמלכה ולניס, שאינך זוכר, מתגוררים שם.",
69,9,There is nothing on the porch but the rocking chair (which isn't rocking).,אין שום דבר במרפסת מלבד כיסא הנדנדה (שאינו מתנדנד).,
69,10,A wizened old gnome rocks in a creaky rocking chair on the front porch of his rickety shack. He whistles a merry tune.,גמד ישן ומעוות מתנדנד בכיסא נדנדה חורק במרפסת הקדמית של הצריף הרעוע שלו. הוא שורק מנגינה עליזה.,
69,11,The last time you saw him he was headed north.,בפעם האחרונה שראית אותו הוא פנה צפונה.,
69,12,"This gnome looks to be at least a hundred years old. He's stooped with age, and his face is as withered as an old prune. Grey, wispy hair tops his head, and gnarled hands clutch the chair. As old as he looks, however, his twinkling eyes suggest a youthful mischievousness as he whistles a merry tune.","הגמד הזה נראה בן מאה שנים לפחות. הוא נעשה כפוף עם הגיל, ופניו קמלות כמו שזיף יבש. שיער אפור ומגושם על ראשו, וידיים מסוקסות לופתות את הכיסא. אולם מבוגר ככל שהוא נראה, עיניו הנוצצות מרמזות על שובבות נעורים כשהוא שורק מנגינה עליזה.",
69,13,You'll have to talk extra loud because he's not here.,תצטרך לדבר חזק במיוחד כי הוא לא כאן.,
69,14,"You speak directly to the old gnome. He chuckles softly to himself, then replies, ""It's about time you got here, lad... I mean, Prince Alexander. Welcome home! Heaven knows, we need you. Daventry's been suffering for years now, since that despicable dragon came.""","אתה מדבר ישירות אל הגמד הזקן. הוא מצחקק בשקט לעצמו, ואז ומשיב, ""הגיע הזמן שתגיע לכאן, נערי... זאת אומרת, הנסיך אלכסנדר. ברוך הבא הביתה! השמים יודעים, אנחנו צריכים אותך. דוונטרי סובלת כבר שנים, מאז שהגיע הדרקון הנתעב הזה. """,
69,15,"The old gnome narrows his eyes to slits and leans forward in his chair. ""That monster demanded the sacrifice of your poor sister, Princess Rosella, and I'm afraid time is running out. Your parents, the King and Queen, are suffering such grief they have locked themselves in yon castle and refuse to see anyone.""","הגמד הזקן מצמצם את עיניו לחריצים ורוכן קדימה בכיסאו. ""המפלצת הזו דרשה את ההקרבה של אחותך המסכנה, הנסיכה רוזלה, ואני חושש שהזמן אוזל. הוריך, המלך והמלכה, סובלים מצער כזה שהם הסתגרו בטירה ומסרבים לראות אף אחד.""",
69,16,"Staring intently at you, the gnome goes on, ""It's up to you, Alexander. Your country and family need you. It's written in the wind."" The wizened gnome relaxes and settles back in his chair. He begins whistling again.","כשהוא בוהה בך בדריכות, הגמד ממשיך, ""זה תלוי בך, אלכסנדר. הארץ והמשפחה שלך זקוקות לך. זה כתוב ברוח."" הגמד הכחוש נרגע ומתיישב בחזרה בכיסאו. הוא מתחיל לשרוק שוב.",
69,17,"""You must hurry, Prince Alexander,"" the old gnome urges. ""Time is a-wasting. Go save us.""","""אתה חייב למהר, הנסיך אלכסנדר,"" מפציר הגמד הזקן. ""הזמן אוזל. לך תציל אותנו.""",
69,18,The gnome now chooses to ignore you. He whistles and rocks in his creaky chair.,הגמד בוחר כעת להתעלם ממך. הוא שורק ומתנדנד בכיסאו החורק.,
69,19,"""Oh YIPPEE! You did it, your majesty!! The gnome squeals in delight. ""I KNEW you could save us all. King Graham and Queen Valanice will be overjoyed to see you two."" He claps his gnarled hands. ""I must run ahead to announce your arrival!"" The gnome spryly scampers toward the castle.","""הו יאפיי! עשית את זה, הוד מעלתך!! הגמד צווח בעונג. ""ידעתי שאתה יכול להציל את כולנו. המלך גרהם והמלכה ואלניס ישמחו לראות את שניכם."" הוא מוחא את כפותיו המסוקסות. ""אני חייב לרוץ כדי להודיע על הגעתכם!"" הגמד רץ בזריזות לעבר הטירה.",
69,20,There are no climbable trees around.,אין עצים שאפשר לטפס עליהם בסביבה.,
69,21,Some plants and trees around Daventry have been burnt black and leafless.,חלק מצמחים והעצים מסביב לדוונטרי נשרפו בשחור ונטולי עלים.,
69,22,Wildflowers no longer grow here.,פרחי בר אינם גדלים כאן יותר.,
69,23,There is nothing interesting on the ground but grass.,אין שום דבר מעניין על הקרקע מלבד דשא.,
69,24,"The sky is blue and the sun is shining, yet a feeling of sadness lingers here.","השמיים כחולים והשמש זורחת, אבל עדיין תחושת עצב משתרכת כאן.",
69,25,He belongs to himself.,הוא שייך לעצמו.,
70,1,"Dark storm clouds gather until you are completely enveloped. You hear the loud reports of thunderclaps, and lightning flashes frighteningly close.","ענני סערה אפלים נאספים עד שאתה עטוף לחלוטין. אתה שומע את קולות הנפץ של הרעמים, וברקים מהבהבים קרוב להחריד.",
70,2,It seems that your storm has backfired.,נראה שהסערה שלך חזרה עליך.,
71,1,"You gaze sadly at the deteriorated castle. It's obvious that it was once proud and beautiful. But now, its banners are torn, its stones and statue work crumbling, and the moat has been drained. It's as if no one cares anymore.","אתה מביט בעצב על טירה שהוזנחה. אין ספק שפעם היא הייתה גאה ויפה. אבל כעת, דגליה קרועים, אבניה ופסליה מתפוררים, ותעלת המים נוקזה. זה כאילו שלאף אחד לא אכפת יותר.",
71,2,"The castle doors are wide open to welcome home a long-missing son, and a much-loved daughter. Atop the castle, the banners proudly wave. The heavy feeling of oppression is gone; hope has at last returned to Daventry!","דלתות הטירה פתוחות לרווחה כדי לקבל את הביתה בן שנעדר מזמן, ובת אהובה. מעל הטירה, הכרזות מתנופפות בגאווה. תחושת הדיכוי הכבדה נעלמה; התקווה חזרה סוף סוף לדוונטרי!",
71,3,The massive wooden doors of the castle are closed.,דלתות העץ המאסיביות של הטירה סגורות.,
71,4,%m2,,
71,5,"The huge doors of the castle are bolted shut. Try as you might, you cannot open them.","הדלתות הענקיות של הטירה סגורות ונעולות. נסה ככל שתוכל, אתה לא יכול לפתוח אותן.",
71,6,"You rap loudly upon the massive wooden doors of the castle. Hollowly, emptily, the sound reverberates within. No one answers.","אתה דופק בחוזקה על דלתות העץ המסיביות של הטירה. באופן חלול וריק, קול הדפיקה מהדהד בפנים. אף אחד לא עונה.",
71,7,You obviously do not have the key to this castle.,מובן שאין לך את המפתח לטירה הזו.,
71,8,Your body is no match for these huge wooden doors.,הגוף שלך לא מתאים לדלתות העץ הענקיות האלה.,
71,9,"Sadly, the torn banners of the shabby castle fly at half staff.","למרבה הצער, הדגלים הקרועים של הטירה הבלויה מתעופפים על חצי התורן.",
71,10,The worn banners atop the crumbling castle proudly wave.,הכרזות השחוקות על גבי הטירה המתפוררת מתנופפות בגאווה.,
71,11,"The moat is too wide and too deep to cross. There is nothing of interest there, anyway.","התעלה רחבה ועמוקה מדי מכדי לחצות. על כל פנים, אין שם שום דבר מעניין.",
71,12,And just how do you intend to do that from where you're standing.,ואיך אתה מתכוון לעשות זאת מהמיקום בו אתה עומד.,
71,13,No one answers.,אף אחד לא עונה.,
71,14,"A once green woodland spreads out before you. Now, its many trees and bushes are cruelly charred.","פעם, קרקעות ירוקות היו פרוסות בפניך. עכשיו, העצים והשיחים הרבים שלהן נשרפו כליל.",
71,15,You see no flowers about.,אתה לא רואה פרחים בסביבה.,
71,16,There are no climbable trees around.,אין עצים שאפשר לטפס עליהם בסביבה.,
71,17,"The sky is blue and the sun is shining, but yet a feeling of sadness lingers here.","השמיים כחולים והשמש זורחת, אבל עדיין תחושת עצב משתרכת כאן.",
71,18,There is nothing interesting on the ground but green grass.,אין שום דבר מעניין על הקרקע מלבד דשא ירוק.,
72,1,"You gaze sadly at the shabby castle. It's obvious that it was once a proud and beautiful place. But now, its banners are torn, its stones and statue work are crumbling, and the moat has been drained. It's as if no one cares anymore.","אתה מביט בעצב על טירה שהוזנחה. אין ספק שפעם היא הייתה מקום גאה ויפה. אבל כעת, דגליה קרועים, אבניה ופסליה מתפוררים, ותעלת המים נוקזה. זה כאילו שלאף אחד לא אכפת יותר.",
72,2,"Atop the castle, the banners are proudly waving. The heavy feeling of oppression is gone; hope has at last returned to Daventry!","מעל הטירה, הכרזות מתנופפות בגאווה. תחושת הדיכוי הכבדה נעלמה; התקווה חזרה סוף סוף לדוונטרי!",
72,3,,,
72,4,,,
72,6,,,
72,7,,,
72,8,,,
72,9,"Sadly, the torn banners of the shabby castle are flying at half-mast.","למרבה הצער, הדגלים הקרועים של הטירה הבלויה מתעופפים על חצי התורן.",
72,10,The worn banners atop the crumbling castle proudly wave.,הכרזות הקרועות מעל הטירה המתפוררת מתנופפים בגאווה.,
72,11,"The moat is too wide to cross. There is nothing of interest there, anyway.","התעלה רחבה מדי מכדי לחצות. על כל פנים, אין שם שום דבר מעניין.",
72,12,,,
72,13,,,
72,14,"A once green woodland spreads out before you. Now, its many trees and bushes are cruelly charred.","פעם, קרקעות ירוקות היו פרוסות בפניך. עכשיו, העצים והשיחים הרבים שלהן נשרפו כליל.",
72,15,You see no flowers about.,אתה לא רואה פרחים בסביבה.,
72,16,There are no climbable trees around.,אין עצים שאפשר לטפס עליהם בסביבה.,
